GramBank ID	Hedvigs thematic order	Feature	Possible Values	Clarifying Comments	OLD DO NOT USE Draft of clarifying comments to outsiders (before Jeremy, Hannah and Hedvigs draft)	Feature patron	Suggested standardised comments	Suggested standardised comments in dropdown menu form	progress on new description	Feature question in French	Relevant unit(s)	Function	Formal means	Unnamed: 14	Dependencies	Legacy status	GramBank-status	Work in progress comment	Jeremy - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (add complement?)	Hedvig - Estimated action commentary	Wordhood issues	NTS or GramBank?	dependencies in the grambank features	Inspired by WALS	di garbo	have been dealt with during homework1 (Jeremy, Hanna, Hedvig)	Africa-spec	Complementing F1-F160	other complements	Very hard to deny	Prone to misunderstandings among researchers	Requires extensive data on the language	Design (just from Hedvigs memory)	"Relevant for Nick and ""Parabank"""	Last edited	Is there a typological survey that already covers this feature somehow?	Previous comments	Old comments	Hedvig's meta-comment (mostly to herself)	Harald's clarification and/or reformulation	Old feature number	Old feature	db_Object	db_Domain
GB183		Is number marking obligatory on human nouns?	2:n/a;1:?;0:n																																										Is number marking obligatory on human nouns?	{'1': <DomainElement 'GB183-1'>, '0': <DomainElement 'GB183-0'>, '?': <DomainElement 'GB183-?'>}
GB184	Hedvigs_thematic_order0130	Can an attributive nominal modifier denoting a property concept agree with the number of the noun it modifies?	1: present;2:n;0: absent	"Attributive nominal modifier is roughly equal to the old term ""adjective""."	"Attributive nominal modifier is roughly equal to the old term ""adjective""."		Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement		in progress	Un modificateur nominal attribut dénotant une qualité peut-il s’accorder en nombre à la tête d’un syntagme nominal ?	adjective, NP	number, nominal classification	declension, agreement		184	NTS	keepers			keep identical copy				NTS				tba		Y					Hedvig Skirgård, Harald Hammarström and Suzanne van der Meer			Yes, Di Garbo's database:Number agreement targets							Can an attributive nominal modifier denoting a property concept agree with the number of the noun it modifies?	{'1': <DomainElement 'GB184-1'>, '0': <DomainElement 'GB184-0'>, '2': <DomainElement 'GB184-2'>, '?': <DomainElement 'GB184-?'>}
GB185	Hedvigs_thematic_order0125	Can an adnominal demonstrative agree in number with the noun it modifies?	1: present;2:n;0: absent	Demonstratives can agree in number with the head noun even if the head noun is not overtly marked for number. NB: This concerns cases where there is a head NP different from the demonstrative. Disregard whenever the demonstrative can function as the head noun in the NP, e.g., if demonstratives function as pronouns.	Demonstratives can agree in number with the head noun even if the head noun is not overtly marked for number. NB: This concerns cases where there is a head NP different from the demonstrative. Disregard whenever the demonstrative can function as the head noun in the NP, e.g., if demonstratives function as pronouns.		Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement		in progress	Les démonstratifs peuvent-ils s'accorder en genre/classe nominale à la tête du syntagme nominal?	demonstrative, NP	number, nominal classification	declension, agreement		185	NTS	keepers			keep identical copy				NTS				tba		Y					Hedvig Skirgård, Harald Hammarström and Suzanne van der Meer			Yes, Di Garbo's database:Number agreement targets							Can an adnominal demonstrative agree in number with the noun it modifies?	{'1': <DomainElement 'GB185-1'>, '0': <DomainElement 'GB185-0'>, '2': <DomainElement 'GB185-2'>, '?': <DomainElement 'GB185-?'>}
GB186	Hedvigs_thematic_order0119	Can articles agree in number with the noun they modify?	3:n/a;1: present;2:n;0: absent	Articles can agree in number with the head noun even if the head noun is not overtly marked for number	Articles can agree in number with the head noun even if the head noun is not overtly marked for number		Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement, It is not clear whether it is an article		in progress	Les articles peuvent-ils s'accorder en nombre avec la tête du syntagme nominal?	article, NP	number, nominal classification	declension, agreement		(20:0 v 194:0 v 22:0 v 23:0) -> 186:0	NTS	keepers			keep identical copy				NTS				tba		Y					Francesca Di Garbo and Hedvig Skirgård			Yes, Di Garbo's database:Number agreement targets							Can articles agree in number with the noun they modify?	{'1': <DomainElement 'GB186-1'>, '0': <DomainElement 'GB186-0'>, '2': <DomainElement 'GB186-2'>, '?': <DomainElement 'GB186-?'>}
GB187	Hedvigs_thematic_order0163	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?	3:n/a;1: present;2:n;0: absent	This needs to be a productive pattern. Diminutive function often also entails other meanings, but it needs to minimally encode smaller size.	The marker can mark for more than only diminutive.		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound		in progress	Existe-t-il un processus productif de maquage du diminutif sur le nom?	noun	derivation, diminutive	affixation and cliticization, infixation, tone, alternation, reduplication		187	NTS	keepers			keep identical copy			y	NTS			Y	tba							Francesca Di Garbo and Hedvig Skirgård			Yes, Di Garbo's database: Evaluative distinctions							Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?	{'1': <DomainElement 'GB187-1'>, '0': <DomainElement 'GB187-0'>, '2': <DomainElement 'GB187-2'>, '?': <DomainElement 'GB187-?'>}
GB188	Hedvigs_thematic_order0165	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?	1: present;2:n;0: absent	This needs to be a productive pattern. Augmentative function often also entails other meanings, but it needs to minimally encode larger size.	The marker can mark for more than only augmentative.		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound		in progress	Existe-t-il un processus productif de marquage de l’augmentatif sur le nom?	noun	derivation, augmentative	affixation and cliticization, infixation, tone, alternation, reduplication		188	NTS	keepers			keep identical copy			y	NTS			Y	tba							Francesca Di Garbo and Hedvig Skirgård			Yes, Di Garbo's database: Evaluative distinctions							Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?	{'1': <DomainElement 'GB188-1'>, '0': <DomainElement 'GB188-0'>, '2': <DomainElement 'GB188-2'>, '?': <DomainElement 'GB188-?'>}
GB191		Is there a morphologically marked middle voice construction?	1:?;0:n																																										Is there a morphologically marked middle voice construction?	{'1': <DomainElement 'GB191-1'>, '0': <DomainElement 'GB191-0'>, '?': <DomainElement 'GB191-?'>}
GB192	Hedvigs_thematic_order0161	Are the noun's phonological properties relevant for any gender assignment?	3:n/a;1: present;2:n;0: absent	Relevant category here does not have to mean that it's the absolute deciding factor when assigning a noun to a certain gender/NC, but that there is a clear preference for certain nouns to have a certain gender/NC. Phonological properties can be tone, initial consonant etc.	Relevant category here does not have to mean that it's the absolute deciding factor when assigning a noun to a certain gender/NC, but that there is a clear preference for certain nouns to have a certain gender/NC. Phonological properties can be tone, initial consonant etc.		Not mentioned, There is gender and it is possible that phonology influences assignment		in progress	Les propriétés phonologiques de la base nominale constituent-elles une catégorie pertinente dans le système de genre/classe nominale?	noun	nominal classification	paradigm		50:0 -> 192:na	NTS	keepers			keep identical copy				NTS				tba		Y					Hedvig Skirgård, Harald Hammarström and Suzanne van der Meer						"For example: do all nouns of a certain noun class have the same initial consonant or tone? Nota bene that this feature has the same problems as the others concerning ""relevant categories"" for the noun class system, i.e. it is rare that this is an absolute rule for noun class/gender assignment."				Are the noun's phonological properties relevant for any gender assignment?	{'1': <DomainElement 'GB192-1'>, '0': <DomainElement 'GB192-0'>, '2': <DomainElement 'GB192-2'>, '?': <DomainElement 'GB192-?'>}
GB193	Hedvigs_thematic_order0129	What is the order of noun and attributive nominal modifier denoting a property concept?	0: they cannot be used attributively;4:1;2: N - ANM;6:n att;3: both;5:2;1: ANM - N	"Attributive nominal modifier is roughly equal to the old term ""adjective"", we want to include elements that mark ""adjectival"" function but that might not be described as ""adjectives"", see feature 69."	"Attributive nominal modifier is roughly equal to the old term ""adjective"", we want to include elements that mark ""adjectival"" function but that might not be described as ""adjectives"", see feature 69."		Not mentioned, Certain adjectives take a different ordering, Adjectives can take either order		in progress	Quelle est l’ordre relatif du nom et et du modificateur nominal attribut qui denote une propriété/qualité?	adjective, noun, NP	attribution	word order		193	NTS	keepers			keep identical copy				NTS				tba		Y					Hedvig Skirgård, Harald Hammarström and Suzanne van der Meer						Filling up logical gaps, might exclude this feature later				What is the order of noun and attributive nominal modifier denoting a property concept?	{'0': <DomainElement 'GB193-0'>, '3': <DomainElement 'GB193-3'>, '5': <DomainElement 'GB193-5'>, '?': <DomainElement 'GB193-?'>, '6': <DomainElement 'GB193-6'>, '1': <DomainElement 'GB193-1'>, '2': <DomainElement 'GB193-2'>, '4': <DomainElement 'GB193-4'>}
GB194		Are there indefinite or non-specific articles?	1:y;0:n																																										Are there indefinite or non-specific articles?	{'1': <DomainElement 'GB194-1'>, '0': <DomainElement 'GB194-0'>, '?': <DomainElement 'GB194-?'>}
GB195		Can a noun receive more than one noun class marker at the same time?	1:n/a;0:n																																										Can a noun receive more than one noun class marker at the same time?	{'0': <DomainElement 'GB195-0'>, '?': <DomainElement 'GB195-?'>}
GB196	Hedvigs_thematic_order0155	Is there a gender distinction in 2nd person pronouns?	1: present;2:n;0: absent				Not mentioned		in progress	Existe-t-il une distinction de genre pour les pronoms de la 2ème personne?	pronoun	pronominal gender	paradigm, declension		202:1 -> 196:1	NTS	keepers			keep identical copy				NTS				tba		Y					Hedvig Skirgård, Harald Hammarström and Suzanne van der Meer			Yes, WALS-chapter 44			Filling up logical gaps, might exclude this feature later				Is there a gender distinction in 2nd person pronouns?	{'1': <DomainElement 'GB196-1'>, '0': <DomainElement 'GB196-0'>, '2': <DomainElement 'GB196-2'>, '?': <DomainElement 'GB196-?'>}
