ID,Parameter_ID,Language_ID,Feature,Code_ID,Answer,Comment,Source,Possible_Values,Suggested_standardised_comments
3589,GB512,kelo1247-bring,Is there an opposition between three or more elevation terms in the demonstrative system?,?,Not known,,,1:n;0:y;2:?,
3590,GB514,kelo1247-bring,Is animacy distinguished in the demonstrative system?,0,n,,,0:n;1:y;2:?,
3591,GB515,kelo1247-bring,Is humanness distinguished in the demonstrative system?,0,n,,,0:n;1:?,
3592,GB516,kelo1247-bring,How are locationals and demonstratives formally related?,3,3,po is the common element,needs-check,0:1;2:0;1:3;3:2;4:?,
3593,GB517,kelo1247-bring,Is there an opposition between three or more distance terms in the locational system?,1,n,,,1:n;0:y;2:?,
3594,GB518,kelo1247-bring,Do locationals encode elevation?,0,y,,,1:n;0:y;2:?,
3595,GB519,kelo1247-bring,Is there an opposition between three or more elevation terms in the locational system?,1,n,,,1:n;0:y;2:?,
3596,GB520,kelo1247-bring,Do locationals encode direction (based on a coordinate system)?,1,n,,,1:n;0:y;2:?,
3597,GB521,kelo1247-bring,Is the opposition visible-non-visible marked on locationals?,0,n,,,0:n;1:y;2:?,
3598,R1102,kelo1247-bring,How many places of articulation are there for stops?,4,4,,needs-check,2:5;0:4;1:3,
3599,R1103,kelo1247-bring,How many places of articulation are there for nasals?,3,3,,needs-check,1:2;0:3,
3600,R1103a,kelo1247-bring,Are there as many points of articulation for nasals as there are for stops?,0,n,,,0:n;1:y,
3601,R1103b,kelo1247-bring,Is there contrast between heterorganic and homorganic sequence of nasal and velar stop?,0,n,,,0:n,
3602,R1105,kelo1247-bring,Are there fricative phonemes?,0,y,,,0:y,
3603,R1106,kelo1247-bring,Are there phonemic prenasalised stops?,0,n,,,0:n,
3604,R1107,kelo1247-bring,Is there a phonemic distinction between l/r?,0,y,,,0:y,
3605,R1108,kelo1247-bring,Is there a phonemic velar fricative or glide?,0,n,,,0:n;1:y,
3606,R1109,kelo1247-bring,Is there a voicing contrast between oral (i.e. non-prenasal) stops?,0,y,,,1:n;0:y,
3607,R1109a,kelo1247-bring,Is there a laminal/apical contrast?,0,n,,,0:n,
3608,R1109b,kelo1247-bring,Are there retroflexed consonants?,0,n,,,0:n,
3609,R1110,kelo1247-bring,Is there phonemic consonant length?,0,n,,,0:n;1:y,
3610,R1111,kelo1247-bring,Is there phonemic vowel length?,0,y,,,1:n;0:y,
3611,R1112,kelo1247-bring,Are there contrastive phonation types for vowels?,0,n,,,0:n;1:y,
3612,R1113a,kelo1247-bring,Are there two or more contrastive central vowels?,0,y,assuming that a; a: and schwa are all central vowels,,1:n;0:y,
3613,R1115,kelo1247-bring,Is there lexically determined suprasegmental prominence?,1,n,,,1:n;0:y,
3614,R1116,kelo1247-bring,Is there weight-sensitive suprasegmental prominence,?,Not known,,,1:n;0:y,
3615,R1117,kelo1247-bring,Is there syllable position sensitive suprasegmental prominence?,0,y,stress is penultimate; and weight sensitive; i.e. if the ultimate is heavy; and the penultimate is not; then stress is ultimate. ,Baird 2008: 23,1:n;2:no data;0:y;3:?,
3616,R1118,kelo1247-bring,Is there a tonal system?,1,n,,,1:n;0:y,
3617,R1202,kelo1247-bring,Are there word-final consonants?,0,y,all consonants are final; except /g'/ and the glides. ng and ɟ are only final.,,0:y,
3618,R1203a,kelo1247-bring,Are there consonant clusters (not counting prenasalized consonants) in syllable onset?,0,n,,,0:n;1:y,
3619,R1204,kelo1247-bring,Are there consonant clusters (not counting prenasalized consonants) in syllable coda?,0,n,,,0:n;1:y,
3620,R2203,kelo1247-bring,Is number marked in pronouns?,0,y,,,0:y,
3621,R2504a,kelo1247-bring,Is plant status a relevant category in the noun class/gender system?,?,Not known,,,1:n;0:y,
3622,R2507,kelo1247-bring,Is there concord beyond the NP; i.e. agreement of elements outside the NP with the noun class of a noun?,?,Not known,,,0:n,
3623,R2508,kelo1247-bring,Are there classifiers?,0,y,Baird 2008: 63,,1:n;0:y;2:?,
3624,R2601,kelo1247-bring,Are there possessive classes?,0,y,,,1:n;0:y,
3625,R2702,kelo1247-bring,Is there evidence for any element of a quinary counting system?,1,n,,,1:n;0:y,
3626,R2703b,kelo1247-bring,Is there a minimal counting system or no clear number altogether?,0,n,,,0:n,
3627,R3103,kelo1247-bring,Do the same morphemes systematically encode both TAM and person?,?,Not known,,,0:n,
3628,R3502,kelo1247-bring,Is gender marked anywhere separately to person?,0,n,,,0:n,
3629,R3605,kelo1247-bring,Is there intransitivising morphology (include clitics)?,0,n,,,0:n;2:y;1:?,
3630,R4305a,kelo1247-bring,Are there relative clauses; i.e. embedded construction by which a clause modifies a head N?,0,y,Relative clauses start with particle de which is also used as coordinating conjunction,Baird 2008: 84,2:n;0:y;1:?,
3631,R4307,kelo1247-bring,Are there purposive non-finite subordinate clauses?,0,n,,,0:n;1:y;2:?,
3632,R4308,kelo1247-bring,Are there temporal non-finite subordinate clauses?,0,n,,,0:n;1:y;2:?,
3633,R4308a,kelo1247-bring,Are there conditional non-finite subordinate clauses?,1,n,,,1:n;0:y;2:?,
3634,R4309a,kelo1247-bring,Are there complement clauses for speech verbs?,1,n,,,1:n;3:no data;0:y;2:?,
3635,R4309b,kelo1247-bring,Are there complement clauses for perception verbs?,1,n,,,1:n;3:no data;0:y;2:?,
3636,R4309c,kelo1247-bring,Is there a complementizer that precedes a complement clause?,?,Not known,,,0:n;1:no data;2:y;3:?,
3637,R4309d,kelo1247-bring,Is there a complementizer that follows a complement clause?,?,Not known,,,0:n;1:no data;2:y;3:?,
3638,R4311,kelo1247-bring,Are there participle or gerund constructions; morphologically separate from RC or subordinate clauses?,0,n,,,0:n;1:?,
3639,R5202,kelo1247-bring,Is there a construction encoding kin dyads?,1,n,no data,,1:n;0:no data;2:y;3:?,
3640,R5203,kelo1247-bring,Is the term for father the same as the term for father's brother  (i.e. F = FB)?,2,Not known,no data,needs-check,0:n;3:no data;1:y;2:?,
3641,R5204,kelo1247-bring,Is the term for mother's brother the same as the term for father's brother (i.e. MB = FB)?,2,Not known,no data,needs-check,0:n;3:no data;1:y;2:?,
3642,R5205,kelo1247-bring,Are there self-converse grandparent terms?,2,Not known,no data,needs-check,0:n;1:no data;2:?,
3643,R5206,kelo1247-bring,Is there a terminological distinction between cross- and parallel-cousins?,2,Not known,no data,needs-check,0:n;3:no data;1:y;2:?,
3644,R5207,kelo1247-bring,Is there a terminological distinction between first and second cousins (for at least some types of cousin)?,2,Not known,no data,needs-check,0:n;3:no data;1:y;2:?,
3645,R5208,kelo1247-bring,Is there a terminological distinction between patrilateral and matrilateral cousins (for at least some types of cousin)?,2,Not known,no data,needs-check,0:n;3:no data;1:y;2:?,
3646,R5209,kelo1247-bring,Is the term for a man's child distinct from the term for a woman's child?,1,Not known,no data,needs-check,0:n;2:no data;1:?,
3647,R5210,kelo1247-bring,Is the term for a man's child the same as the term for a woman's brother's child?,2,Not known,no data,needs-check,1:n;3:no data;0:y;2:?,
3648,R5211,kelo1247-bring,Is relative age a factor in differentiating at least one sibling term?,2,Not known,no data,needs-check,1:no data;0:y;2:?,
3649,R5212,kelo1247-bring,Is sex of referent a factor in differentiating at least one sibling term?,2,Not known,no data,needs-check,0:n;3:no data;1:y;2:?,
3650,SD224,kelo1247-bring,What is the relative position of possessor noun and possessed in the attributive possessive construction?,1,posn n,,needs-check,0:1;1:posn n;2:3,
3651,SD295,kelo1247-bring,Do demonstratives encode direction (based on a coordinate system)?,1,n,,,1:n;0:y;2:?,
3652,SD319,kelo1247-bring,Are S and A marked by the same prefix/proclitic?,?,Not known,,,0:n;1:y,
3653,SD320,kelo1247-bring,Are S and A marked by the same suffix/enclitic?,?,Not known,,,0:n;1:?,
3654,SD321,kelo1247-bring,Are S and O marked by the same affix/clitic?,0,y,,,1:n;0:y,
3655,SD341,kelo1247-bring,Can negation be marked postverbally?,0,y,,,1:n;0:y,
3656,SD342,kelo1247-bring,Can negation be marked preverbally?,1,y,,,0:n;1:y,
3657,SD343,kelo1247-bring,Are there negative verbs?,0,y,eyeh 'do not'; emeng/emek 'not want',,1:n;0:y;2:?,
3658,SD344,kelo1247-bring,Are there adjectives (elements denoting property concepts) that act like nouns?,?,Not known,,,0:n;1:y,
3659,SD369,kelo1247-bring,Can ideophones act like their own morphosyntactic class?,0,n,,,0:n;1:no data;2:?,
3660,SD381,kelo1247-bring,Is sex of speaker a factor in differentiating at least one sibling term?,2,Not known,no data,needs-check,1:n;3:no data;0:y;2:?,
3661,SD388,kelo1247-bring,Are there allophonic phonation types for vowels?,?,Not known,,,1:n;0:y,
3662,SD389,kelo1247-bring,Is there nominalizing morphology?,?,Not known,,,0:y,
3663,SD390,kelo1247-bring,Can horizontal direction be marked in demonstratives?,?,Not known,,,0:n;1:y,
3664,SD391,kelo1247-bring,Is there a predicative possessive construction?,?,Not known,,,0:y,
3665,SD392,kelo1247-bring,Are S and O marked by the same prefix/proclitic?,?,Not known,,,0:n,
3666,SD393,kelo1247-bring,Are S and O marked by the same suffix/enclitic?,?,Not known,,,0:n,
3667,SD394,kelo1247-bring,Are there suppletive forms for negated verbs?,?,Not known,,,0:y,
3668,SD395,kelo1247-bring,Is topological information expressed by adpositions?,?,Not known,,,0:n,
3669,SD396,kelo1247-bring,Is topological information expressed by nouns?,?,Not known,,,0:y,
3670,SD397,kelo1247-bring,Are there native terms expressing directions in space on a geocentric coordinate system (geocentric terms)?,?,Not known,,,0:y,
3671,SD398,kelo1247-bring,Do geocentric terms have deictic use?,?,Not known,,,0:y,
3672,SD399,kelo1247-bring,Can geocentric terms function as adverbs?,?,Not known,,,0:y,
3673,SD400,kelo1247-bring,Can geocentric terms function as adpositions?,?,Not known,,,0:y,
3674,SD401,kelo1247-bring,Can demonstratives function as adverbs (without changing its form)?,?,Not known,,,1:n;0:y,
3675,SD402,kelo1247-bring,Can demonstratives function as prepositions (without changing its form)?,?,Not known,,,1:n;0:y,
3676,SD403,kelo1247-bring,Is it possible to employ an absolute frame of reference when expressing projective spatial relations?,?,Not known,,,0:y,
3677,SD404,kelo1247-bring,Is it possible to employ an intrinsic frame of reference when expressing projective spatial relations?,?,Not known,,,0:y,
3678,SD405,kelo1247-bring,Is it possible to employ a relative frame of reference when expressing projective spatial relations?,?,Not known,,,0:n;1:?,
3679,SD406,kelo1247-bring,Is it possible to use another frame of reference?,?,Not known,,,0:y;1:?,
3680,SD407,kelo1247-bring,Which frame of reference is preferred in the expression of projective spatial relations?,?,Not known,,,0:a;1:?,
3681,GB014,kula1280-lanto,Is there weight-sensitive suprasegmental prominence; suprasegmental prominence can be loudness; duration; pitch; i.e. stress or tone phenomena?,3,Not known,,needs-check,0:n;2:no data;1:y;3:?,
3682,GB020,kula1280-lanto,Are there definite or specific articles?,2,y,an item referred to as 'definite marker' = nga encodes definitess,,3:n;1: present;2:y;0: absent,Not mentioned; Form same as demonstratives; Form same as pronoun; Definiteness marking is done by an element with another function such as numeral classifiers; Definiteness marking is very restricted
3683,GB021,kula1280-lanto,Is an indefinite NP obligatorily accompanied by an indefinite (or non-specific) article?,2,n,,,2:n;1: present;0: absent,Not mentioned; It exists but it is not obligatory; Same as numeral 'one'
3684,GB022,kula1280-lanto,Are there prenominal articles?,2,n,,,2:n;1: present;0: absent,Not mentioned; The definite article is prenominal; The indefinite article is prenominal; The definite article is a prefix; The indefinite article is a prefix
3685,GB023,kula1280-lanto,Are there postnominal articles?,2,y,,,3:n;1: present;2:y;0: absent,Not mentioned; The definite article is postnominal; The indefinite article is postnominal; The definite article is a suffix; The indefinite article is a suffix
3686,GB024,kula1280-lanto,What is the order of numeral and noun in the NP?,2,N-Num,,needs-check,3: both.;2: N-Num;4:2;1: Num-N,Not mentioned; Mostly numeral-noun with a few exceptions; Mostly noun-numeral with a few exceptions; Either order occurs with any numeral
3687,GB025,kula1280-lanto,What is the order of demonstrative and noun in the NP?,2,N-Dem,,needs-check,3: both.;1: Dem-N;4:3;5:2;2: N-Dem,Not mentioned; Different demonstratives take different orders; There is free variation; Demonstrative construction has a form both before and after the noun; Demonstrative are treated as suffixes; Demonstrative are treated as prefixes
3688,GB026,kula1280-lanto,Are there 'discontinuous noun phrases'?,2,n,,,2:n;1: present;0: absent,Not mentioned
3689,GB027,kula1280-lanto,Is there a difference between the marking of NP coordination ('John and Mary went to market') and the marking of comitative phrases ('John went to market with Mary')?,2,y,NPs are simply juxtaposed; while 'X going with Y' is expressed using a  dualis pronoun (Ribka and I = 'Ribka 1.DUAL' ,Williams (forthc.) section 2.3.1,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned
3690,GB028,kula1280-lanto,Is there an inclusive/exclusive distinction?,2,y,,,0: absent;1: present;2:y,Not mentioned
3691,GB029,kula1280-lanto,Is there a minimal-augmented system?,0,n,,,0:n,
3692,GB030,kula1280-lanto,Is there a gender distinction in 3rd person pronouns (or demonstratives; if no 3rd person pronouns)?,2,n,,,2:n;1: present;0: absent,Not mentioned
3693,GB031,kula1280-lanto,Is there a dual (or unit augmented) in addition to a plural (or augmented) number category in pronouns?,3,y,, 17;Williams (forthc.) Table 15,2:n;1: present;0: absent;3:y;4:?,Not mentioned
